,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount
25,2.0,1315000.0,2.5,3067.0,2.0,1.0,0.0,147.0,85.0,1900.0,-37.808,144.994,4019.0
26,1.0,426000.0,2.5,3067.0,1.0,1.0,1.0,0.0,-1003.8835199767087,1958.538186928385,-37.8016,144.9988,4019.0
27,3.0,1447500.0,2.5,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,-37.8017,145.0001,4019.0
28,1.0,457000.0,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,1970.6486956959805,-37.8078,144.9965,4019.0
29,2.0,1135000.0,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,-37.8005,144.9952,4019.0
30,4.0,1542000.0,2.5,3067.0,4.0,3.0,1.0,0.0,322.41130105618765,1994.8787125619208,-37.7994,144.9965,4019.0
31,3.0,1290000.0,2.5,3067.0,3.0,2.0,2.0,147.0,18.0,1961.5374410579952,-37.805,144.9943,4019.0
32,3.0,1290000.0,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950.0,-37.8007,144.9958,4019.0
33,1.0,470000.0,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,-37.8055,144.9961,4019.0
34,2.0,1180000.0,2.5,3067.0,2.0,1.0,0.0,162.0,91.0,1900.0,-37.8016,144.9956,4019.0
35,3.0,1195000.0,2.5,3067.0,3.0,2.0,1.0,120.0,128.0,1998.0,-37.8022,144.9954,4019.0
36,2.0,1012500.0,2.5,3067.0,2.0,1.0,0.0,182.0,82.0,1900.0,-37.8021,144.9976,4019.0
37,2.0,1030000.0,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,-37.8086,144.9946,4019.0
38,3.0,840000.0,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,-37.718,144.878,3464.0
39,3.0,730000.0,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,-37.7203,144.8755,3464.0
40,3.0,770000.0,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,-37.7203,144.8755,3464.0
41,2.0,603000.0,13.5,3042.0,2.0,1.0,1.0,272.0,84.0,1950.0,-37.7294,144.888,3464.0
42,3.0,700000.0,13.5,3042.0,3.0,2.0,2.0,239.0,134.0,2009.0,-37.7218,144.8837,3464.0
43,3.0,600000.0,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,-37.7273,144.8744,3464.0
44,2.0,500000.0,13.5,3042.0,2.0,1.0,1.0,168.0,86.0,2011.0,-37.7215,144.8864,3464.0
45,3.0,720000.0,13.5,3042.0,2.0,1.0,1.0,620.0,419.6014697838642,2015.0370917765983,-37.7173,144.8872,3464.0
46,4.0,785000.0,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,1964.4412454632777,-37.7259,144.8792,3464.0
47,6.0,725000.0,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,-37.7239,144.8735,3464.0
48,2.0,450000.0,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,-37.7216,144.871,3464.0
49,2.0,515000.0,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,-37.7298,144.8883,3464.0
50,2.0,530000.0,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,-37.7234,144.8792,3464.0
51,3.0,895000.0,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,-37.7249,144.8728,3464.0
52,3.0,805000.0,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,-37.7217,144.8783,3464.0
53,3.0,752000.0,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,-37.7302,144.8855,3464.0
54,2.0,440000.0,13.5,3042.0,2.0,1.0,1.0,192.0,337.64610048094056,1952.8216805447644,-37.7177,144.8787,3464.0
55,5.0,755000.0,13.5,3042.0,3.0,2.0,2.0,596.0,-420.6928435893242,1957.9039668777023,-37.7248,144.8699,3464.0
56,3.0,700000.0,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009.0,-37.727,144.887,3464.0
57,3.0,830000.0,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,-37.7186,144.876,3464.0
58,2.0,462500.0,13.5,3042.0,2.0,1.0,1.0,164.0,-218.84334309575286,2003.0,-37.7218,144.8863,3464.0
59,3.0,670000.0,13.5,3042.0,3.0,2.0,2.0,657.0,280.62691671500386,1952.5863842841402,-37.7269,144.8742,3464.0
60,2.0,675000.0,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,-37.7187,144.8765,3464.0
61,3.0,1042000.0,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,-37.7173,144.8796,3464.0
62,3.0,910000.0,13.5,3042.0,3.0,1.0,1.0,775.0,-523.162034894362,1905.3318007212845,-37.7231,144.8835,3464.0
63,4.0,773000.0,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,-37.7263,144.8679,3464.0
64,3.0,810000.0,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,-37.7285,144.8694,3464.0
65,3.0,715000.0,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,-37.7164,144.8792,3464.0
66,3.0,790000.0,13.5,3042.0,3.0,1.0,3.0,614.0,-913.4574047181322,1977.917277419349,-37.7194,144.8827,3464.0
67,3.0,540000.0,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,-37.7231,144.8802,3464.0
68,3.0,825000.0,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,-37.72,144.8776,3464.0
69,3.0,685000.0,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,-37.7226,144.8733,3464.0
70,3.0,805000.0,13.5,3042.0,3.0,1.0,1.0,623.0,-118.01559791513782,2074.2112643537193,-37.7184,144.882,3464.0
71,2.0,510000.0,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,1894.293917428936,-37.7202,144.8797,3464.0
72,3.0,612000.0,13.5,3042.0,3.0,2.0,1.0,212.0,-601.5871321846096,1925.9252224726165,-37.7181,144.8824,3464.0
73,3.0,662000.0,13.5,3042.0,3.0,1.0,2.0,612.0,303.60806372971143,1991.3715951527483,-37.7169,144.8815,3464.0
74,4.0,978000.0,13.5,3042.0,4.0,3.0,2.0,532.0,714.8586798952487,1946.0358003846545,-37.7263,144.869,3464.0
75,3.0,720000.0,13.5,3042.0,3.0,1.0,1.0,585.0,-46.00178808941797,1959.0732023943378,-37.72,144.878,3464.0
76,4.0,765000.0,13.5,3042.0,4.0,1.0,2.0,509.0,-20.368303181681654,2019.1101948151577,-37.7261,144.8785,3464.0
77,4.0,900000.0,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,-37.7256,144.8739,3464.0
78,2.0,1275000.0,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,-37.8459,144.9555,3280.0
79,2.0,1455000.0,3.3,3206.0,2.0,1.0,0.0,159.0,-238.207653520198,1936.2958621890439,-37.845,144.9538,3280.0
80,3.0,2850000.0,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,-37.8481,144.9499,3280.0
81,3.0,1850000.0,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,-37.8452,144.9488,3280.0
82,2.0,1436000.0,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,-37.8431,144.9565,3280.0
83,2.0,1110000.0,3.3,3206.0,1.0,1.0,0.0,147.0,513.9124069080772,1900.0,-37.8444,144.9484,3280.0
84,2.0,1550000.0,3.3,3206.0,2.0,1.0,1.0,167.0,-680.1963572574897,1976.4067749411154,-37.8405,144.9521,3280.0
85,4.0,2300000.0,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,-37.8447,144.9523,3280.0
86,3.0,1550000.0,3.3,3206.0,3.0,2.0,2.0,718.0,746.336921421281,1999.6404410356843,-37.8443,144.9598,3280.0
87,3.0,1800000.0,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,-37.8415,144.952,3280.0
88,2.0,2120000.0,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,-37.8422,144.9554,3280.0
89,3.0,1800000.0,3.3,3206.0,3.0,1.0,1.0,253.0,346.1982367668313,1971.0520895090551,-37.8443,144.9579,3280.0
90,3.0,1800000.0,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,-37.8421,144.9571,3280.0
91,2.0,1810000.0,3.3,3206.0,2.0,1.0,0.0,240.0,403.30846452069125,1976.1544572729904,-37.8379,144.9539,3280.0
92,3.0,2615000.0,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,-37.8415,144.9585,3280.0
93,5.0,2100000.0,3.3,3206.0,5.0,2.0,1.0,237.0,-22.373812236018665,1953.2561720329065,-37.8436,144.9557,3280.0
94,3.0,1300000.0,3.3,3206.0,3.0,1.0,0.0,129.0,276.2202032033109,1916.8366315145468,-37.8422,144.94899999999996,3280.0
95,3.0,1370000.0,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,-37.8451,144.9511,3280.0
96,2.0,1000000.0,3.3,3206.0,2.0,1.0,0.0,288.0,-206.3950399091585,2033.3530499451588,-37.8407,144.9523,3280.0
97,3.0,2575000.0,3.3,3206.0,3.0,2.0,1.0,228.0,-346.674677150232,1973.6228125790303,-37.8445,144.9501,3280.0
98,2.0,1322500.0,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,-37.8443,144.9481,3280.0
99,2.0,1562500.0,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,-37.8424,144.9562,3280.0
100,3.0,2000000.0,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,-37.847,144.9575,3280.0
101,3.0,1900000.0,3.3,3206.0,3.0,1.0,0.0,209.0,79.92707261640888,1900.0,-37.8468,144.9546,3280.0
102,3.0,3010000.0,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,-37.8473,144.9551,3280.0
103,4.0,2800000.0,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,-37.8467,144.9475,3280.0
104,2.0,647000.0,3.3,3206.0,2.0,1.0,1.0,0.0,-60.289219120813556,1987.4455711520372,-37.846,144.9542,3280.0
105,3.0,2100000.0,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,-37.8427,144.9546,3280.0
106,3.0,2000000.0,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,-37.8461,144.9528,3280.0
107,1.0,442500.0,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,-37.8421,144.9517,3280.0
108,4.0,4735000.0,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,-37.8477,144.9558,3280.0
109,2.0,1340000.0,3.3,3206.0,2.0,1.0,0.0,136.0,-415.15386955976425,1949.5430555074945,-37.846,144.9517,3280.0
110,3.0,1801000.0,3.3,3206.0,3.0,1.0,1.0,202.0,-438.24776883169335,1923.3597194186975,-37.8429,144.9493,3280.0
111,3.0,1532000.0,3.3,3206.0,3.0,3.0,1.0,0.0,57.743866526156054,1989.93826730909,-37.8415,144.9585,3280.0
112,3.0,3755000.0,3.3,3206.0,3.0,2.0,2.0,325.0,78.83964149351435,1930.490938032648,-37.8413,144.95,3280.0
113,4.0,2140000.0,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,-37.8434,144.9495,3280.0
114,2.0,1750000.0,3.3,3206.0,2.0,1.0,1.0,162.0,104.58007274332573,1987.9750460429423,-37.8416,144.9488,3280.0
115,2.0,980000.0,3.3,3206.0,2.0,1.0,0.0,79.0,68.0,1890.0,-37.8387,144.9519,3280.0
116,3.0,2030000.0,3.3,3206.0,3.0,2.0,0.0,152.0,616.6390230565646,2012.4046361280402,-37.8488,144.9551,3280.0
117,3.0,1740000.0,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,-37.8448,144.9453,3280.0
118,3.0,2800000.0,3.3,3206.0,3.0,3.0,1.0,0.0,-28.053760550243,2025.3725616235088,-37.8399,144.9577,3280.0
119,1.0,985000.0,3.3,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,-37.8411,144.9497,3280.0
120,4.0,2000000.0,6.4,3078.0,3.0,2.0,4.0,853.0,263.0,1930.0,-37.7707,145.0318,2211.0
121,3.0,1110000.0,6.4,3078.0,3.0,2.0,2.0,208.0,-528.150757040303,2013.0,-37.7854,145.0325,2211.0
122,3.0,1492000.0,6.4,3078.0,3.0,2.0,2.0,411.0,194.1521274458533,1893.503196927755,-37.7713,145.0279,2211.0
123,4.0,1717500.0,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,-37.7717,145.031,2211.0
124,5.0,2840000.0,6.4,3078.0,5.0,4.0,4.0,809.0,165.0,1910.0,-37.775,145.0268,2211.0
125,2.0,525500.0,6.4,3078.0,2.0,1.0,1.0,88.0,60.0,1960.0,-37.7791,145.0306,2211.0
126,2.0,805000.0,6.4,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,-37.7804,145.0308,2211.0
127,2.0,465000.0,6.4,3078.0,2.0,1.0,1.0,0.0,118.8609276995274,2012.0769083806017,-37.7773,145.0314,2211.0
128,3.0,2000000.0,6.4,3078.0,3.0,3.0,2.0,686.0,-13.317170453007463,1959.0923948240252,-37.78,145.0341,2211.0
129,3.0,1540000.0,6.4,3078.0,3.0,1.0,2.0,592.0,-437.30447119510666,1973.9061796316932,-37.7755,145.0288,2211.0
130,2.0,820000.0,6.4,3078.0,2.0,1.0,1.0,183.0,423.7470350876933,1975.6994586914238,-37.7747,145.0264,2211.0
131,4.0,1830000.0,6.4,3078.0,4.0,2.0,2.0,606.0,112.0,1970.0,-37.7743,145.0316,2211.0
132,4.0,2100000.0,6.4,3078.0,4.0,2.0,2.0,575.0,271.0,2008.0,-37.7723,145.0319,2211.0
133,3.0,865000.0,6.4,3078.0,3.0,1.0,1.0,180.0,131.0,2010.0,-37.7802,145.0243,2211.0
134,2.0,390000.0,6.4,3078.0,2.0,1.0,1.0,0.0,60.0,1960.0,-37.7773,145.0314,2211.0
135,2.0,650000.0,6.4,3078.0,0.0,1.0,0.0,0.0,148.14527298235518,1981.4384182191416,-37.7848,145.025,2211.0
136,2.0,512000.0,6.4,3078.0,2.0,1.0,1.0,0.0,61.0,1965.0,-37.7805,145.0262,2211.0
137,3.0,1165000.0,6.4,3078.0,3.0,1.0,2.0,979.0,386.6786584787003,1963.9682308839301,-37.7792,145.029,2211.0
138,4.0,1900000.0,6.4,3078.0,4.0,2.0,2.0,556.0,272.0,1930.0,-37.7844,145.0225,2211.0
139,3.0,1485000.0,6.4,3078.0,3.0,0.0,0.0,597.0,365.3068879631643,1938.4188669390314,-37.7781,145.0284,2211.0
140,4.0,1950000.0,6.4,3078.0,4.0,2.0,3.0,589.0,210.0,1920.0,-37.7719,145.0309,2211.0
141,3.0,520000.0,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,-37.87,144.825,5301.0
142,5.0,1525000.0,13.8,3018.0,5.0,3.0,3.0,729.0,268.0,2005.0,-37.8721,144.8105,5301.0
143,2.0,720000.0,13.8,3018.0,2.0,1.0,2.0,292.0,125.0,2013.0,-37.8687,144.8197,5301.0
144,3.0,1120000.0,13.8,3018.0,3.0,1.0,2.0,506.0,120.0,1930.0,-37.8693,144.8375,5301.0
145,4.0,780000.0,13.8,3018.0,4.0,1.0,4.0,655.0,-161.02188652702262,2010.8561939541503,-37.868,144.8154,5301.0
146,4.0,1780000.0,13.8,3018.0,4.0,3.0,6.0,1057.0,220.0,1962.0,-37.8681,144.819,5301.0
147,3.0,630000.0,13.8,3018.0,2.0,1.0,2.0,311.0,94.0,1955.0,-37.8702,144.8143,5301.0
148,2.0,406000.0,13.8,3018.0,2.0,1.0,1.0,65.0,284.2770706481476,1933.051209285878,-37.8693,144.8171,5301.0
149,3.0,660000.0,13.8,3018.0,3.0,1.0,1.0,602.0,123.0,1955.0,-37.8616,144.8116,5301.0
150,3.0,683500.0,13.8,3018.0,3.0,1.0,1.0,530.0,-29.23672431265871,1962.257131203004,-37.8594,144.817,5301.0
151,2.0,580000.0,13.8,3018.0,2.0,1.0,1.0,225.0,93.0,1988.0,-37.8696,144.827,5301.0
152,3.0,1335000.0,13.8,3018.0,3.0,1.0,4.0,777.0,22.0,1953.0,-37.8697,144.8249,5301.0
153,3.0,800000.0,13.8,3018.0,3.0,2.0,2.0,280.0,461.75680677435514,1997.0,-37.8734,144.8143,5301.0
154,2.0,510000.0,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,-37.8686,144.8182,5301.0
155,4.0,1070000.0,13.8,3018.0,4.0,2.0,2.0,695.0,28.74965444932191,1988.042183936531,-37.8733,144.8147,5301.0
156,2.0,425000.0,13.8,3018.0,2.0,1.0,2.0,115.0,57.0,1980.0,-37.871,144.8185,5301.0
157,3.0,605000.0,13.8,3018.0,3.0,2.0,2.0,230.0,-151.35433443767064,1948.8211542862073,-37.8646,144.827,5301.0
158,3.0,705000.0,13.8,3018.0,3.0,2.0,2.0,197.0,152.0,1910.1032119458316,-37.8579,144.8181,5301.0
159,2.0,391000.0,13.8,3018.0,2.0,1.0,1.0,0.0,65.0,1965.0,-37.8678,144.8384,5301.0
160,2.0,440000.0,13.8,3018.0,2.0,1.0,1.0,0.0,481.88920051615935,2048.0758651860137,-37.8659,144.83100000000005,5301.0
161,4.0,845000.0,13.8,3018.0,4.0,1.0,2.0,745.0,130.0,1950.0,-37.8658,144.8155,5301.0
162,3.0,743000.0,13.8,3018.0,3.0,2.0,2.0,211.0,176.0,1911.5612214911664,-37.8698,144.816,5301.0
163,3.0,730000.0,13.8,3018.0,3.0,2.0,1.0,69.0,141.0,2014.0,-37.868,144.8286,5301.0
164,3.0,635000.0,13.8,3018.0,3.0,1.0,4.0,625.0,-325.2866105541891,1960.0,-37.8611,144.8114,5301.0
165,2.0,620000.0,13.8,3018.0,2.0,1.0,1.0,168.0,-686.3139330217598,2031.7505186154654,-37.8676,144.8202,5301.0
166,2.0,447000.0,13.8,3018.0,2.0,1.0,1.0,137.0,77.0,1990.0,-37.8655,144.8299,5301.0
167,3.0,730000.0,13.8,3018.0,3.0,2.0,1.0,70.0,310.9186089971334,1969.446384947242,-37.868,144.8287,5301.0
168,3.0,678000.0,13.8,3018.0,3.0,1.0,2.0,606.0,87.0,1950.0,-37.8608,144.8124,5301.0
169,2.0,580000.0,13.8,3018.0,2.0,2.0,1.0,175.0,76.0,2013.0,-37.8687,144.8268,5301.0
170,3.0,712000.0,13.8,3018.0,3.0,1.0,2.0,363.0,-199.33048034358958,1938.1219963602243,-37.8674,144.8375,5301.0
171,3.0,840000.0,13.8,3018.0,3.0,2.0,2.0,534.0,136.0,1965.0,-37.86,144.8245,5301.0
172,3.0,980000.0,13.8,3018.0,3.0,1.0,2.0,724.0,-157.20062576829966,2000.328156611498,-37.8672,144.817,5301.0
173,3.0,605100.0,13.8,3018.0,3.0,2.0,0.0,265.0,298.03139414235875,1917.373079105969,-37.8583,144.8172,5301.0
174,3.0,880000.0,13.8,3018.0,3.0,3.0,1.0,577.0,-496.96731573028364,1960.0309376144974,-37.8699,144.8235,5301.0
175,3.0,577000.0,13.8,3018.0,3.0,2.0,1.0,205.0,113.0,2007.0,-37.8684,144.815,5301.0
176,4.0,1030000.0,13.8,3018.0,4.0,1.0,0.0,797.0,751.9808412741816,1948.8730058583762,-37.8663,144.8387,5301.0
177,3.0,605000.0,13.8,3018.0,3.0,1.0,2.0,181.0,-97.5280465894779,1963.2742014405756,-37.8659,144.822,5301.0
178,3.0,753000.0,13.8,3018.0,3.0,2.0,2.0,529.0,678.0800971928034,1984.4748487695185,-37.8612,144.8247,5301.0
179,2.0,857000.0,13.8,3018.0,2.0,2.0,1.0,675.0,100.0,1950.0,-37.8653,144.8129,5301.0
180,3.0,1500000.0,13.8,3018.0,3.0,1.0,1.0,929.0,-357.0335126474822,1946.812039347629,-37.8651,144.832,5301.0
181,3.0,730000.0,13.8,3018.0,3.0,2.0,1.0,70.0,3.0,2014.0,-37.868,144.8285,5301.0
182,3.0,900000.0,13.8,3018.0,3.0,1.0,4.0,697.0,-533.069925613539,1904.3165094897684,-37.871,144.8075,5301.0
183,3.0,740000.0,13.8,3018.0,3.0,1.0,2.0,604.0,738.8531050216851,1987.6690179954355,-37.8631,144.8195,5301.0
184,4.0,931000.0,13.8,3018.0,4.0,2.0,3.0,532.0,-630.7863286865489,1970.0,-37.8637,144.8365,5301.0
185,2.0,535600.0,13.8,3018.0,2.0,1.0,1.0,154.0,91.0,1996.0,-37.8646,144.8272,5301.0
186,5.0,1085000.0,11.1,3025.0,5.0,3.0,6.0,592.0,251.0,1965.0,-37.8388,144.8567,5132.0
187,3.0,781000.0,11.1,3025.0,3.0,1.0,2.0,533.0,117.0,1970.0,-37.8291,144.835,5132.0
188,3.0,750000.0,11.1,3025.0,3.0,1.0,3.0,554.0,158.60476274783016,1976.8352303717568,-37.8449,144.85,5132.0
189,2.0,421000.0,11.1,3025.0,2.0,1.0,1.0,77.0,77.0,2009.0,-37.8351,144.8529,5132.0
190,3.0,1405000.0,11.1,3025.0,3.0,1.0,3.0,655.0,-361.8454105737791,1971.9174567906223,-37.8338,144.8562,5132.0
191,3.0,683000.0,11.1,3025.0,3.0,1.0,2.0,534.0,167.0,1967.0,-37.8284,144.8355,5132.0
192,3.0,623000.0,11.1,3025.0,3.0,1.0,3.0,540.0,813.9033122062874,1953.1517869390543,-37.8267,144.8368,5132.0
193,3.0,720000.0,11.1,3025.0,3.0,2.0,1.0,0.0,130.0,2012.0,-37.8379,144.8583,5132.0
194,3.0,588000.0,11.1,3025.0,3.0,1.0,1.0,328.0,118.0,1970.0,-37.838,144.8555,5132.0
195,3.0,710000.0,11.1,3025.0,3.0,1.0,3.0,540.0,116.0,1960.0,-37.8294,144.8378,5132.0
196,4.0,875000.0,11.1,3025.0,3.0,1.0,4.0,559.0,169.0,1965.0,-37.8448,144.8529,5132.0
197,3.0,700000.0,11.1,3025.0,3.0,1.0,3.0,554.0,-11.238747071770206,1999.1294512355837,-37.8449,144.85,5132.0
198,2.0,640000.0,11.1,3025.0,2.0,1.0,1.0,252.0,266.29481604236736,1965.0,-37.8397,144.8602,5132.0
199,4.0,650000.0,11.1,3025.0,4.0,1.0,4.0,558.0,334.02944323343377,1966.6547083163848,-37.8451,144.8529,5132.0
200,3.0,675000.0,11.1,3025.0,3.0,2.0,2.0,171.0,109.0,2012.0,-37.8337,144.8554,5132.0
201,3.0,708000.0,11.1,3025.0,3.0,1.0,2.0,585.0,97.0,1960.0,-37.8258,144.8523,5132.0
202,4.0,965000.0,11.1,3025.0,4.0,1.0,4.0,851.0,-1241.5900736106341,1927.7493233093946,-37.8345,144.8444,5132.0
203,3.0,680000.0,11.1,3025.0,3.0,1.0,3.0,551.0,59.43013289247668,1933.0603608572087,-37.8254,144.8514,5132.0
204,3.0,770000.0,11.1,3025.0,3.0,1.0,3.0,602.0,603.0,1928.3245106913246,-37.8327,144.8451,5132.0
205,3.0,923000.0,11.1,3025.0,3.0,1.0,2.0,740.0,136.86151738266395,1936.9223222211922,-37.8269,144.8455,5132.0
206,4.0,693000.0,11.1,3025.0,4.0,2.0,4.0,315.0,170.0,2008.0,-37.8391,144.8467,5132.0
207,3.0,620000.0,11.1,3025.0,5.0,2.0,2.0,276.0,100.0,2010.0,-37.8262,144.8443,5132.0
208,3.0,728500.0,11.1,3025.0,3.0,1.0,1.0,531.0,157.0,1960.0,-37.8277,144.8385,5132.0
209,3.0,931000.0,11.1,3025.0,3.0,2.0,1.0,590.0,160.0,1950.0,-37.8382,144.8649,5132.0
210,3.0,988000.0,11.1,3025.0,3.0,1.0,4.0,715.0,-231.73862512935804,2008.0,-37.8423,144.8632,5132.0
211,3.0,590000.0,11.1,3025.0,3.0,1.0,2.0,561.0,278.76999005275553,1962.9188748138129,-37.8444,144.8491,5132.0
212,2.0,610000.0,11.1,3025.0,2.0,1.0,2.0,691.0,-465.433228485347,1969.846958122853,-37.834,144.8553,5132.0
213,3.0,815000.0,11.1,3025.0,3.0,2.0,3.0,555.0,130.0,1960.0,-37.8318,144.8388,5132.0
214,4.0,970000.0,11.1,3025.0,4.0,1.0,2.0,708.0,917.2829726311081,2009.2741454483132,-37.833,144.8494,5132.0
